CONSULTA DE CENTROS Y SERVICIOS EDUCATIVOS;;;;;;;;;;;;;;
AREA TERRITORIAL;CODIGO CENTRO;TIPO DE CENTRO;CENTRO;DOMICILIO;MUNICIPIO;DISTRITO MUNICIPAL;COD. POSTAL;TELEFONO;FAX;EMAIL;EMAIL2;TITULARIDAD
Madrid-Este;28073941;CP INF-PRI;WILLIAM SHAKESPEARE;Calle Puerto De Bilbao, 1 ;Coslada;-;28821;910558150;-;cp.williamshakespeare.coslada@educa.madrid.org;-;Público;
Madrid-Capital;28066090;CP INF-PRI;WINSTON CHURCHILL;Avenida De La Gran Vía Del Este, 5 ;Madrid;Vicálvaro;28032;913369597;917604921;cp.winstonchurchill.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28078602;CP INF-PRI;YVONNE BLAKE;Calle Medicina Esquina Camino De San Marcos ;Fuenlabrada;-;28942;915312655;917031646;cp.yvonneblake.fuenlabrada@educa.madrid.org;-;Público;
Madrid-Este;28057222;IES;ADOLFO SUAREZ;Paseo Del Radar, 33 ;Paracuellos de Jarama;-;28860;916581899;916580437;ies.adolfosuarez.paracuellos@educa.madrid.org;-;Público;
Madrid-Sur;28077907;IES;AFRICA;Calle Portugal, 41 ;Fuenlabrada;-;28943;916073584;916085507;ies.africa.fuenlabrada@educa.madrid.org;-;Público;
Madrid-Norte;28041354;IES;AGORA;Calle Manuel De Falla, 54-56 ;Alcobendas;-;28100;916515700;916548684;ies.agora.alcobendas@educa.madrid.org;-;Público;
Madrid-Capital;28033539;IES;ALAMEDA DE OSUNA;Calle De Antonio Sancha, 11 ;Madrid;Barajas;28042;912761560;913291525;ies.alamedadeosuna.madrid@educa.madrid.org;-;Público;
Madrid-Norte;28040660;IES;ALDEBARAN;Avenida De Valdelaparra, 90 ;Alcobendas;-;28108;916618085;916618238;ies.aldebaran.alcobendas@educa.madrid.org;-;Público;
Madrid-Sur;28050537;IES;ALFONSO MORENO;Calle Estudiantes, 3 ;Brunete;-;28690;918158371;918158399;ies.alfonsomoreno.brunete@educa.madrid.org;-;Público;
Madrid-Capital;28076368;IES;ALFREDO KRAUS;Avenida De Guadalajara, 126 ;Madrid;San Blas-Canillejas;28022;912760100;917031659;ies.alfredokraus.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28039037;IES;ALPAJES;Calle De Las Moreras, 28 ;Aranjuez;-;28300;918920298;918920522;ies.alpajes.aranjuez@educa.madrid.org;-;Público;
Madrid-Oeste;28046111;IES;ALPEDRETE;Paraje Del Peralejo, S/n ;Alpedrete;-;28430;918514507;918491470;ies.alpedrete.alpedrete@educa.madrid.org;-;Público;
Madrid-Norte;28040611;IES;AL-SATT;Avenida De Europa, S/n ;Algete;-;28110;916282412;916282636;ies.alsatt.algete@educa.madrid.org;-;Público;
Madrid-Capital;28079370;IES;ANA FRANK;Calle Del Arroyo De Pozuelo ;Madrid;Moncloa-Aravaca;28023;638218736;-;ies.anafrank.madrid@educa.madrid.org;-;Público;
Madrid-Este;28057209;IES;ANA MARIA MATUTE;Calle Olivar, 14 ;Velilla de San Antonio;-;28891;916608987;916551596;ies.anammatute.velilla@educa.madrid.org;-;Público;
Madrid-Norte;28036991;IES;ANGEL CORELLA;Calle Del Pradillo, 3 ;Colmenar Viejo;-;28770;918455650;918463022; ies.angelcorella.colmenarviejo@educa.madrid.org;-;Público;
Madrid-Este;28044768;IES;ANSELMO LORENZO;Avenida Abogados De Atocha, 4 ;San Martín de la Vega;-;28330;918087800;918958064;ies.anselmolorenzo.sanmartindelavega@educa.madrid.org;-;Público;
Madrid-Este;28064007;IES;ANTARES;Calle Fernando Trueba, 10 ;Rivas-Vaciamadrid;-;28521;914996934;914996936;ies.antares.rivas@educa.madrid.org;-;Público;
Madrid-Sur;28042671;IES;ANTONIO DE NEBRIJA;Avenida De La O.n.u., 83 ;Móstoles;-;28936;916466443;916465334;ies.antoniodenebrija.mostoles@educa.madrid.org;-;Público;
Madrid-Capital;28037031;IES;ANTONIO DOMINGUEZ ORTIZ;Calle De Los Andaluces, 36 ;Madrid;Puente de Vallecas;28038;913033235;913808187;ies.antoniodomingue.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28078559;IES;ANTONIO FRAGUAS FORGES;Calle Leganés, 20 ;Madrid;Arganzuela;28045;918175930;911911472;ies.forges.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28042085;IES;ANTONIO GALA;Calle Hermanos Grimm, 3 ;Móstoles;-;28935;916145263;916184304;ies.antoniogala.mostoles@educa.madrid.org;-;Público;
Madrid-Este;28000522;IES;ANTONIO MACHADO;Calle Alalpardo, S/n ;Alcalá de Henares;-;28806;918892450;918883916;ies.machado.alcala@educa.madrid.org;-;Público;
Madrid-Este;28028301;IES;ARQUITECTO PEDRO GUMIEL;Calle Loeches, 1 ;Alcalá de Henares;-;28806;918898162;-;ies.arquitectopedro.alcala@educa.madrid.org;-;Público;
Madrid-Oeste;28058640;IES;ARQUITECTO VENTURA RODRIGUEZ;Calle De Severo Ochoa, 4 ;Boadilla del Monte;-;28660;916336271;916339594;ies.arquitectoventurarodriguez.boadilla@educa.madrid.org;-;Público;
Madrid-Capital;28030575;IES;ARTURO SORIA;Calle De Somontín, 59 ;Madrid;Hortaleza;28033;913028445;917668081;ies.arturosoria.madrid@educa.madrid.org;-;Público;
Madrid-Norte;28058639;IES;ATENEA;Plaza Santiago De Chuco, 1 ;San Sebastián de los Reyes;-;28702;916590934;91-6513469;ies.atenea.sansebastian@educa.madrid.org;-;Público;
Madrid-Este;28046091;IES;ATENEA;Calle Río Arlanza, 34 ;Alcalá de Henares;-;28803;918788896;918789214;ies.atenea.alcala@educa.madrid.org;-;Público;
Madrid-Capital;28028428;IES;AVENIDA DE LOS TOREROS;Avenida De Los Toreros, 57 ;Madrid;Salamanca;28028;913552326;913561205;ies.avenidadelostor.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28058664;IES;BARRIO LORANCA;Calle De Federica Montseny, 2 ;Fuenlabrada;-;28942;916047233;916046650;ies.barrioloranca.fuenlabrada@educa.madrid.org;-;Público;
Madrid-Capital;28020892;IES;BEATRIZ GALINDO;Calle De Goya, 10 ;Madrid;Salamanca;28001;915764706;915760637;ies.beatrizgalindo.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28080037;IES;BLANCA FERNANDEZ OCHOA;Calle De Alfredo Marquerie, 21 ;Madrid;Fuencarral-El Pardo;28034;680715136;-;ies.blancafdezochoa.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28030927;IES;BLAS DE OTERO;Calle De Maqueda, 130 ;Madrid;Latina;28024;917191511;917176845;ies.blasdeotero.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28041512;IES;CALATALIFA;Calle San Antonio, 2 ;Villaviciosa de Odón;-;28670;916169295;916169296;ies.calatalifa.villaviciosa@educa.madrid.org;-;Público;
Madrid-Oeste;28038914;IES;CAMILO JOSE CELA;Avenida Del Monte, 16 ;Pozuelo de Alarcón;-;28223;917155811;913529511;ies.camilojosecela.pozuelodealarcon@educa.madrid.org;-;Público;
Madrid-Oeste;28046352;IES;CAÑADA REAL;Calle Carmen Martín Gaite, S/n ;Galapagar;-;28260;918583336;918585657;ies.canadareal.galapagar@educa.madrid.org;-;Público;
Madrid-Capital;28020934;IES;CARDENAL CISNEROS;Calle De Los Reyes, 4 ;Madrid;Centro;28015;915224869;915216372;ies.cardenalcisnero.madrid@educa.madrid.org;secretaria.ies.cardenalcisnero.madrid@educa.madrid.org;Público;
Madrid-Capital;28020855;IES;CARDENAL HERRERA ORIA;Calle De Fermín Caballero, 68 ;Madrid;Fuencarral-El Pardo;28034;913781940;917385794;ies.cardenalherrera.madrid@educa.madrid.org;-;Público;
Madrid-Oeste;28044306;IES;CARMEN CONDE;Avenida De Atenas, 45bis ;Rozas de Madrid, Las;-;28232;916319487;916317252;ies.carmenconde.lasrozas@educa.madrid.org;-;Público;
Madrid-Sur;28023327;IES;CARMEN MARTIN GAITE;Carretera De Cadalso De Los Vidrios, S/n ;Navalcarnero;-;28600;918110565;918113761;ies.carmenmartingai.navalcarnero@educa.madrid.org;-;Público;
Madrid-Oeste;28022207;IES;CARMEN MARTIN GAITE;Avenida Del Marqués De Santillana, 14 ;Moralzarzal;-;28411;918578517;918578929;ies.carmenmartingai.moralzarzal@educa.madrid.org;-;Público;
Madrid-Capital;28004059;IES;CERVANTES;Calle De Embajadores, 70 ;Madrid;Centro;28012;915285061;915276281;ies.cervantes.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28032481;IES;CIUDAD DE JAEN;Camino Del Río, 5 ;Madrid;Usera;28041;913173000;-;ies.ciudaddejaen.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28030149;IES;CIUDAD DE LOS POETAS;Calle De Valdesangil, 25 ;Madrid;Moncloa-Aravaca;28039;913736900;913168855;ies.ciudaddelospoetas.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28038884;IES;CLARA CAMPOAMOR;Avenida De Alcorcón, 1 ;Móstoles;-;28936;916462125;916470309;ies.claracampoamor.mostoles@educa.madrid.org;-;Público;
Madrid-Este;28000364;IES;COMPLUTENSE;Calle Valladolid, 1 ;Alcalá de Henares;-;28804;918880169;918828091;ies.complutense.alcala@educa.madrid.org;-;Público;
Madrid-Capital;28020545;IES;CONDE DE ORGAZ;Calle De Nápoles, 56 ;Madrid;Hortaleza;28043;913884579;913886113;ies.condedeorgaz.madrid@educa.madrid.org;-;Público;
Madrid-Norte;28071310;IES;CORTES DE CADIZ;Calle Doctores El Molar, S/n ;Molar, El;-;28710;918412904;918440351;ies.cortesdecadiz.elmolar@educa.madrid.org;-;Público;
Madrid-Capital;28030186;IES;DAMASO ALONSO;Calle De Alfredo Marquerie, 21 ;Madrid;Fuencarral-El Pardo;28034;917388675;917390683;ies.damasoalonso.madrid@educa.madrid.org;-;Público;
Madrid-Oeste;28040714;IES;DE GUADARRAMA;Carretera Del Escorial, S/n ;Guadarrama;-;28440;918542212;918547122;ies.guadarrama@educa.madrid.org;-;Público;
Madrid-Oeste;28037089;IES;DIEGO VELAZQUEZ;Calle Del Instituto, 1 ;Torrelodones;-;28250;918590405;918592579;ies.velazquez.torrelodones@educa.madrid.org;-;Público;
Madrid-Sur;28028374;IES;DIONISIO AGUADO;Calle De Italia, 14 ;Fuenlabrada;-;28943;916076232;916083230;ies.dionisioaguado.fuenlabrada@educa.madrid.org;-;Público;
Madrid-Este;28044744;IES;DOCTOR MARAÑON;Calle Alejo Carpentier, 1 ;Alcalá de Henares;-;28806;918788137;918826047;ies.maranon.alcala@educa.madrid.org;-;Público;
Madrid-Sur;28001629;IES;DOMENICO SCARLATTI;Calle De Valeras, 22 ;Aranjuez;-;28300;918910057;918923723;ies.domenicoscarlat.aranjuez@educa.madrid.org;-;Público;
Madrid-Este;28060397;IES;DON PELAYO;Calle Joaquín Sorolla, S/n ;Villalbilla;-;28810;918793960;918793470;ies.donpelayo.villalbilla@educa.madrid.org;-;Público;
Madrid-Este;28044756;IES;DUQUE DE RIVAS;Paseo De La Chopera, 64 ;Rivas-Vaciamadrid;-;28523;916665259;916668388;ies.duquederivas.rivas@educa.madrid.org;-;Público;
Madrid-Sur;28058676;IES;EL ALAMO;Paseo Del Olivar, 62 ;Álamo, El;-;28607;918104133;918122113;ies.elalamo.elalamo@educa.madrid.org;-;Público;
Madrid-Oeste;28040787;IES;EL BURGO-IGNACIO ECHEVERRÍA;Avenida De España, 141 ;Rozas de Madrid, Las;-;28231;916393511;916344923;ies.burgoiecheverria.lasrozas@educa.madrid.org;-;Público;
Madrid-Este;28001769;IES;EL CARRASCAL;Avenida Del Instituto, S/n ;Arganda del Rey;-;28500;918760082;918701851;ies.elcarrascal.arganda@educa.madrid.org;-;Público;
Madrid-Oeste;28046364;IES;EL ESCORIAL;Avenida Fresneda, S/n ;Escorial, El;-;28280;918907161;918969305;ies.elescorial.elescorial@educa.madrid.org;-;Público;
Madrid-Sur;28041366;IES;EL PINAR;Calle Del Parque Ferial, S/n ;Alcorcón;-;28923;916439644;914861167;ies.elpinar.alcorcon@educa.madrid.org;ies.el.pinar@centros5.cnice.mecd.es;Público;
Madrid-Sur;28078547;IES;ELISA SORIANO FISCHER;Avenida Avda. De Méjico, 1 ;Getafe;-;28907;918868631;-;ies.elisasorianofischer.getafe@educa.madrid.org;-;Público;
Madrid-Sur;28037004;IES;ENRIQUE TIERNO GALVAN;Calle Agustinos, S/n ;Leganés;-;28914;916947859;916941694;ies.tiernogalvan.leganes@educa.madrid.org;-;Público;
Madrid-Oeste;28048476;IES;FEDERICO GARCIA LORCA;Calle Gimnasio, 1 ;Rozas de Madrid, Las;-;28290;916304199;916302479;ies.garcialorca.lasrozas@educa.madrid.org;-;Público;
Madrid-Capital;28025828;IES;FELIPE II;Calle De Valdebernardo, 1 ;Madrid;Moratalaz;28030;917731854;913713016;ies.felipesegundo.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28030137;IES;FORTUNY;Calle De Fortuny, 24 ;Madrid;Chamberí;28010;913101839;913087018;ies.fortuny.madrid@educa.madrid.org;-;Público;
Madrid-Este;28079394;IES;FRANCISCA DE PEDRAZA;Avenida De Europa C/v Calle Jesus Guridi ;Alcalá de Henares;-;28806;-;-;ies.franciscadepedraza.alcala@educa.madrid.org;-;Público;
Madrid-Capital;28074918;IES;FRANCISCO AYALA;Calle Del Jacobeo, 33 ;Madrid;Carabanchel;28054;915116804;915080647;ies.franciscoayala.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28045633;IES;FRANCISCO DE GOYA;Calle De Santa Irene, 4 ;Madrid;Ciudad Lineal;28017;914051101;914051597;ies.goya.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28044902;IES;FRANCISCO DE QUEVEDO;Calle De San Román Del Valle, S/n ;Madrid;San Blas-Canillejas;28037;913065604;913065606;ies.quevedo.madrid@educa.madrid.org;iesquevedo@gmail.com;Público;
Madrid-Norte;28000753;IES;FRANCISCO GINER DE LOS RIOS;Avenida De La Transición Española, 11 ;Alcobendas;-;28108;916525466;916511164;ies.ginerdelosrios.alcobendas@educa.madrid.org;-;Público;
Madrid-Sur;28062035;IES;FRANCISCO UMBRAL;Avenida De La Hispanidad, S/n ;Ciempozuelos;-;28350;918092810;918092927;ies.franciscoumbral.ciempozuelos@educa.madrid.org;-;Público;
Madrid-Sur;28050549;IES;GABRIEL CISNEROS;Calle De Las Arizónicas, 20 ;Móstoles;-;28935;916478849;916478110;ies.gabrielcisneros.mostoles@educa.madrid.org;-;Público;
Madrid-Capital;28039888;IES;GABRIEL GARCIA MARQUEZ;Calle Del Nevado Del Ruiz, 1 ;Madrid;Hortaleza;28033;913812820;913816423;ies.garciamarquez.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28050525;IES;GABRIELA MISTRAL;Calle Miguel De Cervantes, 104 ;Arroyomolinos;-;28939;916899054;916897713;ies.gabrielamistral.arroyomolinos@educa.madrid.org;-;Público;
Madrid-Sur;28030915;IES;GALILEO GALILEI;Avenida De Retamas, 2 ;Alcorcón;-;28922;916440235;916438290;ies.galileogalilei.alcorcon@educa.madrid.org;-;Público;
Madrid-Capital;28021550;IES;GARCIA MORATO;Calle Del General Saliquet, 34 ;Madrid;Latina;28044;917050818;917066145;ies.garciamorato.madrid@educa.madrid.org;-;Público;
Madrid-Este;28057210;IES;GASPAR SANZ;Calle Del Acueducto, 3 ;Meco;-;28880;918877200;918876962;ies.gasparsanz.meco@educa.madrid.org;-;Público;
Madrid-Oeste;28023911;IES;GERARDO DIEGO;Calle Irlanda, S/n ;Pozuelo de Alarcón;-;28224;913521003;913523965;ies.gerardodiego.pozuelodealarcon@educa.madrid.org;-;Público;
Madrid-Norte;28078043;IES;GLORIA FUERTES;Avenida Pablo Iglesias Esquina Con C/ Gloria Fuertes ;Alcobendas;-;28100;914900071;-;ies.gloriafuertes.alcobendas@educa.madrid.org;-;Público;
Madrid-Capital;28020582;IES;GÓMEZ MORENO;Avenida De Hellín, 5 ;Madrid;San Blas-Canillejas;28037;913209142;913203095;ies.gomezmoreno.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28021562;IES;GRAN CAPITÁN;Paseo De Los Melancólicos, 51 ;Madrid;Arganzuela;28005;913659190;913661507;ies.grancapitan.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28020119;IES;GREGORIO MARAÑON;Avenida De El Ferrol, 43 ;Madrid;Fuencarral-El Pardo;28029;917310421;-;ies.gregoriomaranon.madrid@educa.madrid.org;-;Público;
Madrid-Oeste;28046558;IES;GREGORIO PECES-BARBA;Carretera De Villanueva Del Pardillo, S/n ;Colmenarejo;-;28270;918424540;918424541;ies.colmenarejo@educa.madrid.org;-;Público;
Madrid-Norte;28040672;IES;GUSTAVO ADOLFO BECQUER;Avenida De Europa, S/n ;Algete;-;28110;916291601;916281489;ies.becquer.algete@educa.madrid.org;-;Público;
Madrid-Sur;28030216;IES;HUMANEJOS;Avenida Juan Carlos I, 19 ;Parla;-;28981;916982906;916982860;ies.humanejos.parla@educa.madrid.org;-;Público;
Madrid-Sur;28045803;IES;HUMANES;Avenida De Los Deportes, 12 ;Humanes de Madrid;-;28970;914982020;914982011;ies.humanes.humanes@educa.madrid.org;-;Público;
Madrid-Sur;28046261;IES;IGNACIO ALDECOA;Calle Saeta, S/n ;Getafe;-;28909;916847958;916847831;ies.ignacioaldecoa.getafe@educa.madrid.org;-;Público;
Madrid-Sur;28039839;IES;ISAAC ALBENIZ;Avenida Gran Bretaña, 18 ;Leganés;-;28916;916800443;916807914;ies.albeniz.leganes@educa.madrid.org;-;Público;
Madrid-Capital;28038823;IES;ISAAC NEWTON;Calle De Joaquín Lorenzo, 2 ;Madrid;Fuencarral-El Pardo;28035;913732052;913732177;ies.newton.madrid@educa.madrid.org;-;Público;
Madrid-Este;28025014;IES;ISAAC PERAL;Calle Plata, 78 ;Torrejón de Ardoz;-;28850;916756936;916563524;ies.isaacperal.torrejondeardoz@educa.madrid.org;-;Público;
Madrid-Oeste;28078031;IES;ISABEL LA CATOLICA;Calle De Cristóbal Colón, 12 ;Boadilla del Monte;-;28660;912760318;-;ies.isabellacatolica.boadilla@educa.madrid.org;-;Público;
Madrid-Capital;28020909;IES;ISABEL LA CATOLICA;Calle De Alfonso Xii, 3 ;Madrid;Retiro;28014;915277878;915302294;ies.isabellacatolica.madrid@educa.madrid.org;-;Público;
Madrid-Este;28080517;IES;ISIDRA DE GUZMAN;Calle Gardenia, 29 ;Alcalá de Henares;-;28803;-;-;ies.isidradeguzman.alcala@educa.madrid.org;-;Público;
Madrid-Capital;28040741;IES;ITURRALDE;Calle De Nuestra Señora De La Luz, 53 ;Madrid;Latina;28047;914626822;914627744;ies.iturralde.madrid@educa.madrid.org;-;Público;
Madrid-Oeste;28002415;IES;JAIME FERRAN;Calle Matalpino, 22 ;Collado Villalba;-;28400;918501571;918508523;ies.jaimeferran.colladovillalba@educa.madrid.org;-;Público;
Madrid-Este;28038616;IES;JAIME FERRAN CLUA;Avenida Jean Paul Sartre, S/n ;San Fernando de Henares;-;28830;916723539;916698517;ies.jaimeferran.sanfernando@educa.madrid.org;-;Público;
Madrid-Capital;28079357;IES;JANE GOODALL;Calle De Deyanira, S/n ;Madrid;San Blas-Canillejas;28022;917011351;-;ies.janegoodall.madrid@educa.madrid.org;-;Público;
Madrid-Norte;28024642;IES;JOAN MIRO;Calle De La Isla De La Palma, 31 ;San Sebastián de los Reyes;-;28703;916527002;916548869;ies.joanmiro.sansebastian@educa.madrid.org;-;Público;
Madrid-Sur;28042048;IES;JOAQUIN ARAUJO;Calle De La Fuente, 36 ;Fuenlabrada;-;28944;916000315;917031884;ies.joaquinaraujo.fuenlabrada@educa.madrid.org;joaquina@centros5.pntic.mec.es;Público;
Madrid-Capital;28037041;IES;JOAQUÍN RODRIGO;Calle De Casalarreina, 28 ;Madrid;Vicálvaro;28032;917762262;917762393;ies.joaquinrodrigo.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28018903;IES;JOAQUÍN TURINA;Calle De Guzmán El Bueno, 92 ;Madrid;Chamberí;28003;915539625;915336253;ies.joaquinturina.madrid@educa.madrid.org;-;Público;
Madrid-Norte;28001678;IES;JORGE MANRIQUE;Calle Del Mar Adriático, 2 ;Tres Cantos;-;28760;918040964;918046515;ies.jorgemanrique.trescantos@educa.madrid.org;-;Público;
Madrid-Oeste;28075510;IES;JOSE GARCIA NIETO;Calle Camilo José Cela, 24 ;Rozas de Madrid, Las;-;28232;911733737;911731120;ies.josegarcianieto.lasrozas@educa.madrid.org;-;Público;
Madrid-Norte;28035317;IES;JOSE LUIS SAMPEDRO;Avenida De La Vega, S/n ;Tres Cantos;-;28760;918031142;918034126;ies.sampedro.trescantos@educa.madrid.org;-;Público;
Madrid-Sur;28080025;IES;JOSE PEDRO PEREZ LLORCA;Calle Planeta Mercurio, S/n ;Parla;-;28983;620228432;-;ies.josepedroperezllorca.parla@educa.madrid.org;-;Público;
Madrid-Este;28058627;IES;JOSE SARAMAGO;Camino De Valdearganda, 8 ;Arganda del Rey;-;28500;918757890;918712127;ies.josesaramago.arganda@educa.madrid.org;-;Público;
Madrid-Oeste;28058652;IES;JOSE SARAMAGO;Calle Del Maestro, 1 ;Majadahonda;-;28220;916398411;916347902;ies.josesaramago.majadahonda@educa.madrid.org;-;Público;
Madrid-Sur;28039700;IES;JOSEFINA ALDECOA;Calle De Sahagún, S/n ;Alcorcón;-;28925;916125261;916125361;ies.josefinaaldecoa.alcorcon@educa.madrid.org;-;Público;
Madrid-Este;28079400;IES;JUAN BAUTISTA MONEGRO;Avenida Salvador Dalí, 7 ;Torrejón de Ardoz;-;28850;912723413;-;ies.juanbautistamonegro.torrejondeardoz@educa.madrid.org;-;Público;
Madrid-Capital;28020910;IES;JUAN DE LA CIERVA;Calle De La Caoba, 1 ;Madrid;Arganzuela;28005;915064610;914670167;ies.juandelacierva.madrid@educa.madrid.org;-;Público;
Madrid-Norte;28043028;IES;JUAN DE MAIRENA;Pasaje La Viña, 3 ;San Sebastián de los Reyes;-;28701;916518199;916639137;ies.juandemairena.sansebastian@educa.madrid.org;-;Público;
Madrid-Capital;28035330;IES;JUAN DE VILLANUEVA;Calle Del Camino Viejo De Villaverde, 28 ;Madrid;Usera;28041;913416343;913417819;ies.juandevillanuev.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28074670;IES;JUAN GRIS;Avenida De La O.n.u., 85-87 ;Móstoles;-;28936;916460176;916465994;ies.juangris.mostoles@educa.madrid.org;-;Público;
Madrid-Capital;28076371;IES;JUAN RAMON JIMÉNEZ;Calle De La Estefanita, S/n ;Madrid;Villaverde;28021;912761508;-;ies.juanramonjimenez.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28041433;IES;JUANA DE CASTILLA;Calle De Valdebernardo, 3 ;Madrid;Moratalaz;28030;917726666;913710669;ies.juanadecastilla.madrid@educa.madrid.org;-;Público;
Madrid-Norte;28040799;IES;JULIO PALACIOS;Avenida Del Moscatelar, 19 ;San Sebastián de los Reyes;-;28703;916524999;916520194;ies.juliopalacios.sansebastian@educa.madrid.org;-;Público;
Madrid-Oeste;28035342;IES;LA DEHESILLA;Camino De La Dehesilla Y Rodeo, S/n ;Cercedilla;-;28470;918521763;918520187;ies.ladehesilla.cercedilla@educa.madrid.org;-;Público;
Madrid-Capital;28028453;IES;LA ESTRELLA;Calle De La Estrella Polar, 10 ;Madrid;Retiro;28007;914095211;914097680;ies.laestrella.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28072107;IES;LA SENDA;Senda De Mafalda, 2 ;Getafe;-;28905;916810212;916823884;ies.lasenda.getafe@educa.madrid.org;-;Público;
Madrid-Sur;28038860;IES;LA SERNA;Calle De Zaragoza, 8 ;Fuenlabrada;-;28941;916062508;916974533;ies.laserna.fuenlabrada@educa.madrid.org;-;Público;
Madrid-Sur;28039827;IES;LAGUNA DE JOATZEL;Avenida Vascongadas, S/n ;Getafe;-;28903;916832026;916830013;ies.lagunadejoatzel.getafe@educa.madrid.org;-;Público;
Madrid-Oeste;28041597;IES;LAS CANTERAS;Calle Peñalara, 2 ;Collado Villalba;-;28400;918513438;918513588;ies.lascanteras.colladovillalba@educa.madrid.org;-;Público;
Madrid-Oeste;28046303;IES;LAS ENCINAS;Avenida Mirasierra, 8 ;Villanueva de la Cañada;-;28691;918157473;918156010;ies.lasencinas.villanuevadelacanada@educa.madrid.org;-;Público;
Madrid-Este;28041494;IES;LAS LAGUNAS;Avenida De Gabriel García Márquez, S/n ;Rivas-Vaciamadrid;-;28523;916660003;916669082;ies.laslagunas.rivas@educa.madrid.org;-;Público;
Madrid-Oeste;28028571;IES;LAS ROZAS I;Calle Real, 52 ;Rozas de Madrid, Las;-;28231;916374006;916374323;ies.uno.lasrozas@educa.madrid.org;-;Público;
Madrid-Este;28025026;IES;LAS VEREDILLAS;Calle Lisboa, 53 ;Torrejón de Ardoz;-;28850;916753049;916753198;ies.lasveredillas.torrejondeardoz@educa.madrid.org;-;Público;
Madrid-Oeste;28045050;IES;LAZARO CARDENAS;Calle Isla De Sálvora, 153 ;Collado Villalba;-;28400;918514581;918518466;ies.lazarocardenas.colladovillalba@educa.madrid.org;-;Público;
Madrid-Este;28060373;IES;LAZARO CARRETER;Calle Pio Baroja, 7 ;Alcalá de Henares;-;28806;918770290;918833019;ies.lazarocarreter.alcala@educa.madrid.org;-;Público;
Madrid-Este;28030228;IES;LEON FELIPE;Calle San Fernando, S/n ;Torrejón de Ardoz;-;28850;916768112;916765566;ies.leonfelipe.torrejondeardoz@educa.madrid.org;-;Público;
Madrid-Sur;28040702;IES;LEON FELIPE;Avenida De Las Fuerzas Armadas, S/n ;Getafe;-;28901;916818080;916839657;ies.leonfelipe.getafe@educa.madrid.org;-;Público;
Madrid-Capital;28019889;IES;LOPE DE VEGA;Calle De San Bernardo, 70 ;Madrid;Centro;28015;915321362;915320248;ies.lopedevega.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28026092;IES;LOS CASTILLOS;Avenida De Los Castillos, 5 ;Alcorcón;-;28925;916121063;916119451;ies.loscastillos.alcorcon@educa.madrid.org;-;Público;
Madrid-Sur;28039992;IES;LOS ROSALES;Calle Tulipán, 4 ;Móstoles;-;28933;916146212;916178952;ies.losrosales.mostoles@educa.madrid.org;-;Público;
Madrid-Este;28040027;IES;LUIS DE GONGORA;Calle Río, S/n ;Torrejón de Ardoz;-;28850;916487638;916568738;ies.gongora.torrejondeardoz@educa.madrid.org;-;Público;
Madrid-Este;28044318;IES;LUIS GARCIA BERLANGA;Calle De La Virgen Del Mar, S/n ;Coslada;-;28821;916695610;916735613;ies.garciaberlanga.coslada@educa.madrid.org;-;Público;
Madrid-Capital;28045840;IES;MADRID-SUR;Avenida Del Parque De Palomeras Bajas, S/n ;Madrid;Puente de Vallecas;28018;917850181;917860146;ies.madridsur.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28077889;IES;MALALA YOUSAFZAI;Calle De La Sierra De Atapuerca, 5 ;Madrid;Fuencarral-El Pardo;28050;916533100;-;ies.malalayousafzai.madrid@educa.madrid.org;-;Público;
Madrid-Este;28045037;IES;MANUEL DE FALLA;Avenida De Manuel Azaña, 32 ;Coslada;-;28822;916691182;916691492;ies.manueldefalla.coslada@educa.madrid.org;-;Público;
Madrid-Sur;28028568;IES;MANUEL DE FALLA;Avenida Olímpica, 16 ;Móstoles;-;28935;916171074;916183941;ies.manueldefalla.mostoles@educa.madrid.org;-;Público;
Madrid-Capital;28073859;IES;MANUEL FRAGA IRIBARNE;Avenida De Niceto Alcalá Zamora, 54 ;Madrid;Hortaleza;28050;912761503;912749994;ies.manuelfragairibarne.madrid@educa.madrid.org;-;Público;
